audit;supplier;test_name;purpose;description;actions;nist800-53_ref;risk_level;authors
run;cisco-xr;line_aclout_set.cisco-xr.gawk;check if a line vty has <access-class xx out>;line vty without outbound acl can allow unauthorized outgoing remote management connections from the device;set <access-class xx out> on line vty (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;cisco-xr;line_exectimeout00_notset.cisco-xr.gawk;check if a line vty has no <exec-timeout 0 0>;exec-timeout 0 0 disables session timeout and can leave an unattended vty session active indefinitely;set a proper exec-timeout value on line vty and remove <exec-timeout 0 0> (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;cisco-xr;line_sshinput_set.cisco-xr.gawk;check if a line vty has <transport input (none|ssh)>;vty without restricting transport input to ssh or none allows insecure protocols (telnet) for remote management;set <transport input ssh> or <transport input none> on line vty (please refer to engineering/operations guidelines for further information);ac-17(1) | access control | ensure monitoring and control of remote access is automated;high;cedric llorens
run;cisco-xr;line_sshoutput_set.cisco-xr.gawk;check if a line vty has <transport output (none|ssh)>;vty without restricting transport output to ssh or none allows insecure protocols for outbound connections;set <transport output ssh> or <transport output none> on line vty (please refer to engineering/operations guidelines for further information);ac-17(1) | access control | ensure monitoring and control of remote access is automated;high;cedric llorens
run;cisco-xr;ntp_accessgroup_set.cisco-xr.gawk;check if <ntp access-group> is set;ntp without access-group restriction can allow unauthorized ntp synchronization requests to or from any host;set <ntp access-group> with appropriate acl to restrict ntp access (please refer to engineering/operations guidelines for further information);au-8(1) | audit and accountability | ensure time synchronization with authoritative source is configured;high;cedric llorens
run;cisco-xr;ntp_ip_set.cisco-xr.gawk;check if <ntp server> is set;missing ntp server configuration can lead to time synchronization issues affecting log correlation and security auditing;set <ntp server> with a trusted ntp source (please refer to engineering/operations guidelines for further information);au-8(1) | audit and accountability | ensure time synchronization with authoritative source is configured;high;cedric llorens
run;cisco-xr;routing_defref_set.cisco-xr.gawk;check if <routing> definitions are referenced and references are defined;route-maps or prefix-lists defined but not referenced (or vice versa) indicate dead configuration and potential routing inconsistencies;remove unused route-maps and prefix-lists or fix missing references (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high | info;cedric llorens
run;cisco-xr;snmp_v1v2forbidcommunity_notset.cisco-xr.gawk;check if <snmp v1v2 forbidden communities> are not set;default or trivial snmp community strings (public, private) can be easily guessed and allow unauthorized device access;remove forbidden community strings and replace with non-trivial values or migrate to snmp v3 (please refer to engineering/operations guidelines for further information);ac-3 | access control | ensure access enforcement is configured;high;cedric llorens
run;cisco-xr;snmp_v1v2_notset.cisco-xr.gawk;check if <snmp v1v2> is not set;snmp v1 and v2c use clear-text community strings and lack strong authentication and encryption;disable snmp v1/v2c community strings and migrate to snmp v3 (please refer to engineering/operations guidelines for further information);ac-3 | access control | ensure access enforcement is configured;high;cedric llorens
run;cisco-xr;snmp_v1v2rw_notset.cisco-xr.gawk;check if <snmp v1v2 rw> is not set;snmp v1/v2c read-write community string allows unauthorized configuration changes to the device;remove rw community strings and use read-only community or migrate to snmp v3 (please refer to engineering/operations guidelines for further information);ac-3 | access control | ensure access enforcement is configured;high;cedric llorens
run;cisco-xr;snmp_v3group_set.cisco-xr.gawk;check if <snmp v3 group priv> is set;missing snmp v3 group with priv security level means snmp v3 authentication and encryption are not enforced at the group level, weakening snmp access control;configure <snmp-server group> with v3 priv to enforce both authentication and encryption for all snmp v3 access (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
run;cisco-xr;snmp_v3noauthnopriv_notset.cisco-xr.gawk;check if <snmp v3 group noauth> is not set;snmp v3 group configured with noauth uses noauthnopriv security level, meaning no authentication and no encryption, equivalent to snmp v1/v2 security;remove <snmp-server group> with noauth and reconfigure using priv security level to enforce authentication and encryption (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
run;cisco-xr;snmp_viewdefref_set.cisco-xr.gawk;check if <snmp view> definitions are referenced and references are defined;snmp views defined but not referenced in groups (or vice versa) indicate configuration inconsistencies;ensure all snmp view definitions are used in a group and all group view references have a matching view definition (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high | low;cedric llorens
run;cisco-xr;ssh_setup_set.cisco-xr.gawk;check if <ssh server> is set;missing ssh server configuration means secure remote management is not available and the device may fall back to insecure protocols;configure ssh server parameters (version, timeout, authentication retries) (please refer to engineering/operations guidelines for further information);ac-17(1) | access control | ensure monitoring and control of remote access is automated;high;cedric llorens
run;cisco-xr;ssh_versionv1_notset.cisco-xr.gawk;check if <ssh version 1> is not set;ssh version 1 has known cryptographic vulnerabilities and must not be used for remote management;set <ip ssh version 2> to enforce ssh version 2 only (please refer to engineering/operations guidelines for further information);ac-17(1) | access control | ensure monitoring and control of remote access is automated;high;cedric llorens
run;ekinops-oneos;aaa_config_set.ekinops-oneos.gawk;check if <aaa> is set;partial aaa configuration setup could endanger device security (authentication, authorization, and accounting must be configured);missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
run;ekinops-oneos;aaa_server_set.ekinops-oneos.gawk;check if <tacacs server> is set;missing tacacs server configuration could prevent centralized authentication and accounting;missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;julien lair
run;ekinops-oneos;access_bindacldefined_set.ekinops-oneos.gawk;check if <bind acl defined> is set;missing bind acl configuration may allow unrestricted access to management services;define and bind acls to restrict access to management services (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;julien lair
run;ekinops-oneos;access_services_set.ekinops-oneos.gawk;check if <telnet, ssh, http and ftp/tftp> are configured properly;improperly configured access services may expose insecure protocols or allow unauthorized remote access;disable insecure services (telnet, http, ftp/tftp) and enforce ssh only (please refer to engineering/operations guidelines for further information);ac-17 | access control | ensure remote access is controlled and monitored;high;julien lair
run;ekinops-oneos;acl_configconsistency_set.ekinops-oneos.gawk;check if <acl rules> are consistent;inconsistent or redundant acl rules can lead to security vulnerabilities;remove inconsistent or redundant rules (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;info;cedric llorens
run;ekinops-oneos;global_noipicmpredirect_set.ekinops-oneos.gawk;check if <no ip icmp redirect> is set;ip icmp redirect may trigger attacks;set <no ip icmp redirect> (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;ekinops-oneos;global_noipsourceroute_set.ekinops-oneos.gawk;check if <no ip source-route> is set;ip source-route can be used to trigger attacks or can be used for unusual routing paths;set <no ip source-route> (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high;cedric llorens
run;ekinops-oneos;login_logenable_set.ekinops-oneos.gawk;check if <login log enable> is set;login logging can be used to track authentication events and potential security incidents;set <login log enable> (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;julien lair
run;ekinops-oneos;ntp_authenticate_set.ekinops-oneos.gawk;check if <ntp authenticate> is set;ntp without authentication can allow unauthorized ntp synchronization and time manipulation;set <ntp authenticate> with appropriate keys (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
run;ekinops-oneos;ntp_ip_set.ekinops-oneos.gawk;check if <ntp server> is set;missing ntp server configuration can lead to time synchronization issues affecting log correlation and security auditing;set <ntp server> with a trusted ntp source (please refer to engineering/operations guidelines for further information);au-8(1) | audit and accountability | ensure time synchronization with authoritative source is configured;high;cedric llorens
run;ekinops-oneos;snmp_acldefined_set.ekinops-oneos.gawk;check if <snmp acl defined> is set;snmp without acl restriction may allow unauthorized snmp access from any host;define and apply an acl to restrict snmp access to authorized hosts only (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;julien lair
run;ekinops-oneos;snmp_v1v2_notset.ekinops-oneos.gawk;check if <snmp v1v2> is not set;snmp v1 and v2c use clear-text community strings and lack strong authentication and encryption;disable snmp v1/v2c community strings and migrate to snmp v3 (please refer to engineering/operations guidelines for further information);ac-3 | access control | ensure access enforcement is configured;high;cedric llorens
run;fortinet-fortios;aaa_config_set.fortinet.gawk;check if <aaa config> is set;partial aaa configuration setup could endanger device security (authentication, authorization, and accounting must be configured);missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
run;fortinet-fortios;aaa_user_notset.fortinet.gawk;check if <aaa users> are not set locally;local users can endanger the security of the system by allowing unauthorized access;remove local users or setup exceptions (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
run;fortinet-fortios;fw_allall_notset.fortinet-fortios.gawk;check if a <firewall rule> implements src=all dst=all service=all action=accept;a firewall rule accepting all sources, destinations and services creates a security bypass and exposes the device to attacks;replace overly permissive rules with specific source, destination and service definitions (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;fortinet-fortios;fw_forbidproto_notset.fortinet-fortios.gawk;check if a <firewall rule> implements forbidden protocols;firewall rules allowing forbidden protocols expand the attack surface and could expose the device to security risks;remove or restrict firewall rules allowing forbidden protocols (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high;cedric llorens
run;fortinet-fortios;fw_lastrule_set.fortinet-fortios.gawk;check if <firewall last rule> implements src=all dst=all service=all action=deny;missing implicit deny-all as last firewall rule may allow unmatched traffic to pass through;ensure the last firewall rule is a deny-all (src=all dst=all service=all action=deny) (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high;cedric llorens
run;fortinet-fortios;global_lldp_notset.fortinet-fortios.gawk;check if <lldp> is not set;lldp can be used to gain unauthorized access to the device or reveal sensitive information;disable lldp globally (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;fortinet-fortios;global_sourcerouting_notset.fortinet-fortios.gawk;check if <source-routing> is not set;ip source-route can be used to trigger attacks or can be used for unusual routing paths;disable <source-routing> (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high;cedric llorens
run;fortinet-fortios;int_icmpredirect_notset.fortinet-fortios.gawk;check if an interface has no <icmp-redirect>;ip redirects may trigger attacks;set <no icmp-redirect> on interfaces (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;fortinet-fortios;int_icmpunreachable_notset.fortinet-fortios.gawk;check if an interface has no <icmp-unreachable>;ip unreachables may trigger attacks;set <no icmp-unreachable> on interfaces (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;fortinet-fortios;int_lldp_notset.fortinet-fortios.gawk;check if an interface has no <lldp>;lldp may disclose sensitive information or trigger vulnerabilities;disable lldp on interfaces (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;fortinet-fortios;int_mgntforbidallow_notset.fortinet-fortios.gawk;check if a <management interface> allows forbidden protocols;management interface allowing forbidden protocols expands the attack surface and could expose the device to security risks;remove forbidden protocol permissions from the management interface (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;fortinet-fortios;int_mgnt_set.fortinet-fortios.gawk;check if a <management interface> is set;missing dedicated management interface may expose management services on production interfaces;configure a dedicated management interface with restricted access (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;fortinet-fortios;int_proxyarp_notset.fortinet-fortios.gawk;check if an interface has no <proxy-arp>;ip proxy-arp may trigger attacks;set <no proxy-arp> on interfaces (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;fortinet-fortios;ipsec_ikev1_notset.fortinet-fortios.gawk;check if <ikev1> is not set;ikev1 has known cryptographic weaknesses and should not be used for ipsec tunnels;migrate ipsec tunnels to ikev2 (please refer to engineering/operations guidelines for further information);sc-13 | system and communications protection | ensure cryptographic protection using approved algorithms is configured;high;cedric llorens
run;fortinet-fortios;ipsec_oldercryptoalg_notset.fortinet-fortios.gawk;check if older crypto algorithms are not set;older crypto algorithms (md5, 3des, sha1, rc4, tlsv1) are weak and may expose ipsec tunnels to cryptographic attacks;replace older crypto algorithms with stronger ones (please refer to engineering/operations guidelines for further information);sc-13 | system and communications protection | ensure cryptographic protection using approved algorithms is configured;high;cedric llorens
run;fortinet-fortios;ntp_enablestatus_set.fortinet.gawk;check if <ntp enable status> is set;missing ntp enable status configuration can lead to time synchronization issues affecting log correlation and security auditing;set <ntp enable status> (please refer to engineering/operations guidelines for further information);au-8(1) | audit and accountability | ensure time synchronization with authoritative source is configured;high;cedric llorens
run;fortinet-fortios;ntp_server_set.fortinet-fortios.gawk;check if <ntp server> is set;missing ntp server configuration can lead to time synchronization issues affecting log correlation and security auditing;set <ntp server> with a trusted ntp source (please refer to engineering/operations guidelines for further information);au-8(1) | audit and accountability | ensure time synchronization with authoritative source is configured;high;cedric llorens
run;fortinet-fortios;pwd_expirealways_notset.fortinet-fortios.gawk;check if <password-expire = always> is not set;password set to never expire weakens the security posture by allowing indefinitely valid credentials;configure password expiration policy (please refer to engineering/operations guidelines for further information);ia-5 | identification and authentication | ensure authenticator management is configured;high;cedric llorens
run;fortinet-fortios;snmp_v1v2forbidcommunity_notset.fortinet-fortios.gawk;check if <snmp v1v2 forbidden communities> are not set;default or trivial snmp community strings (public, private) can be easily guessed and allow unauthorized device access;remove forbidden community strings and replace with non-trivial values or migrate to snmp v3 (please refer to engineering/operations guidelines for further information);ac-3 | access control | ensure access enforcement is configured;high;cedric llorens
run;fortinet-fortios;snmp_v1v2_notset.fortinet-fortios.gawk;check if <snmp v1v2> is not set;snmp v1 and v2c use clear-text community strings and lack strong authentication and encryption;disable snmp v1/v2c community strings and migrate to snmp v3 (please refer to engineering/operations guidelines for further information);ac-3 | access control | ensure access enforcement is configured;high;cedric llorens
run;fortinet-fortios;snmp_v1v2rw_notset.fortinet-fortios.gawk;check if <snmp v1v2 rw> is not set;snmp v1/v2c read-write community string allows unauthorized configuration changes to the device;remove rw community strings and use read-only community or migrate to snmp v3 (please refer to engineering/operations guidelines for further information);ac-3 | access control | ensure access enforcement is configured;high;cedric llorens
run;fortinet-fortios;snmp_v3host_set.fortinet-fortios.gawk;check if <snmp v3 host> is set;missing snmp v3 trap host configuration means security events and traps may not be forwarded to the monitoring system;set <snmp-server host> with snmp v3 credentials pointing to the monitoring trap receiver (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;fortinet-fortios;snmp_v3user_set.fortinet-fortios.gawk;check if <snmp v3 user> is set;missing snmp v3 user with auth and priv means snmp v3 authentication and encryption are not properly configured;set <snmp-server user> with proper auth and priv settings (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
run;fortinet-fortios;ssh_setup_set.fortinet-fortios.gawk;check if <ssh server> is set;missing ssh server configuration means secure remote management is not available and the device may fall back to insecure protocols;configure ssh server parameters (version, timeout, authentication retries) (please refer to engineering/operations guidelines for further information);ac-17(1) | access control | ensure monitoring and control of remote access is automated;high;cedric llorens
run;fortinet-fortios;ssh_versionv1_notset.fortinet-fortios.gawk;check if <ssh version 1> is not set;ssh version 1 has known cryptographic vulnerabilities and must not be used for remote management;set ssh version 2 to enforce ssh version 2 only (please refer to engineering/operations guidelines for further information);ac-17(1) | access control | ensure monitoring and control of remote access is automated;high;cedric llorens
run;fortinet-fortios;syslogd_enable_set.fortinet-fortios.gawk;check if <syslogd> is set;logging can be used to track system events and potential security incidents;set <syslogd> with a remote syslog server (please refer to engineering/operations guidelines for further information);au-12 | audit and accountability | ensure audit record generation is enabled;high;cedric llorens
run;huawei-vrp;aaa_config_set.huawei-vrp.gawk;check if <aaa config> is set;missing aaa configuration means authentication, authorization, and accounting are not properly enforced;configure aaa with proper authentication and authorization settings (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
run;huawei-vrp;aaa_user_notset.huawei-vrp.gawk;check if <aaa forbidden users> are not set;presence of forbidden aaa users indicates unauthorized or default accounts that should be removed;remove forbidden aaa users and enforce least-privilege account management (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
run;huawei-vrp;acl_configconsistency_set.huawei-vrp.gawk;check that <ip acl number standard ...> have inconsistent/redundant rules;inconsistent or redundant acl rules reduce security effectiveness and complicate policy management;review and clean up acl rules to remove redundancies and resolve inconsistencies (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;info;cedric llorens
run;huawei-vrp;acl_defref_set.huawei-vrp.gawk;check when an <acl> is def and not ref / check when an <acl> is ref and not def;acl defined but not referenced represents dead configuration  acl referenced but not defined causes policy errors;align acl definitions and references to ensure all acls are used and all references are valid (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high | info;cedric llorens
run;huawei-vrp;global_http_notset.huawei-vrp.gawk;check if <http(s) server> is not set;enabled http or https server exposes the device management interface to web-based attacks;disable http and https server services if not required (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high;cedric llorens
run;huawei-vrp;global_lldp_notset.huawei-vrp.gawk;check if <lldp enable> is not set;lldp enabled globally discloses network topology information to adjacent devices and may be exploited;disable lldp globally if not required for network operations (please refer to engineering/operations guidelines for further information);au-12 | audit and accountability | ensure audit record generation is enabled;high;cedric llorens
run;huawei-vrp;global_rcmd_notset.huawei-vrp.gawk;check if <rcmd server> is not set;rcmd server enables insecure remote command execution services that should not be active on network devices;disable rcmd server to prevent insecure remote access (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;huawei-vrp;int_arpproxy_notset.huawei-vrp.gawk;check if an interface has no <arp proxy>;arp proxy enabled on interfaces can lead to arp spoofing and man-in-the-middle attacks;disable arp proxy on all interfaces where it is not explicitly required (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;huawei-vrp;int_directbroadcast_notset.huawei-vrp.gawk;check if an interface has no <direct-broadcast>;directed broadcast enabled on interfaces can be exploited for amplification attacks such as smurf;disable directed broadcast on all interfaces (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;huawei-vrp;int_ipredirects_notset.huawei-vrp.gawk;check if an interface has no <ip redirects>;ip redirects enabled on interfaces can be exploited to redirect traffic through unauthorized gateways;disable ip redirects on all interfaces (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;huawei-vrp;int_lldp_notset.huawei-vrp.gawk;check if an interface has no <lldp enable>;lldp enabled on interfaces discloses topology information to adjacent devices and may be exploited;disable lldp on all interfaces where it is not required (please refer to engineering/operations guidelines for further information);au-12 | audit and accountability | ensure audit record generation is enabled;high;cedric llorens
run;huawei-vrp;ipsec_oldercryptoalg_notset.huawei-vrp.gawk;check if <older crypto algorithm> is not set;use of older or weak cryptographic algorithms in ipsec exposes vpn tunnels to known attacks;replace older crypto algorithms with strong modern equivalents in ipsec profiles (please refer to engineering/operations guidelines for further information);sc-13 | system and communications protection | ensure cryptographic protection using approved algorithms is configured;high;cedric llorens
run;huawei-vrp;ntp_ip_set.huawei-vrp.gawk;check if <ntp-service> is set;missing ntp configuration means the device clock may drift, causing log timestamp inconsistencies and authentication issues;configure ntp-service with trusted ntp servers (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
run;huawei-vrp;routing_defref_set.huawei-vrp.gawk;check when an <routing> is def and not ref / check when an <routing> is ref and not def;routing policy defined but not referenced represents dead configuration  routing policy referenced but not defined causes forwarding errors;align routing policy definitions and references to ensure consistency (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high | info;cedric llorens
run;huawei-vrp;snmp_v1v2forbidcommunity_notset.huawei-vrp.gawk;check if <snmp v1v2 forbidden communities> is not set;use of well-known or default snmp community strings such as public or private exposes the device to unauthorized access;remove or replace forbidden snmp community strings with strong unique values (please refer to engineering/operations guidelines for further information);ac-3 | access control | ensure access enforcement is configured;high;cedric llorens
run;huawei-vrp;snmp_v1v2_notset.huawei-vrp.gawk;check if <snmp v1v2> is not set;snmp v1 and v2c use cleartext community strings and lack authentication, making them insecure;disable snmp v1 and v2c and migrate to snmp v3 with authentication and encryption (please refer to engineering/operations guidelines for further information);ac-3 | access control | ensure access enforcement is configured;high;cedric llorens
run;huawei-vrp;snmp_v1v2rw_notset.huawei-vrp.gawk;check if <snmp v1v2 rw> is not set;snmp v1v2 read-write community strings allow configuration changes via an insecure protocol;disable snmp v1v2 read-write access and use snmp v3 with appropriate privileges (please refer to engineering/operations guidelines for further information);ac-3 | access control | ensure access enforcement is configured;high;cedric llorens
run;huawei-vrp;snmpview_defref_set.huawei-vrp.gawk;check when a <snmp view> is def and not ref / check when a <snmp view> is ref and not def;snmp view defined but not referenced represents dead configuration  snmp view referenced but not defined causes access control errors;align snmp view definitions and references to ensure all views are used and all references are valid (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high | info;cedric llorens
run;huawei-vrp;ssh_setup_set.huawei-vrp.gawk;check if <ssh server> is set;missing ssh server configuration means secure remote management is not available and the device may fall back to insecure protocols;configure ssh server parameters (version, timeout, authentication retries) (please refer to engineering/operations guidelines for further information);ac-17(1) | access control | ensure monitoring and control of remote access is automated;high;cedric llorens
run;huawei-vrp;userinterfacevty_aaa_set.huawei-vrp.gawk;check if each user-interface vty has <authentication-mode aaa>;vty lines without aaa authentication-mode allow access without centralized authentication enforcement;configure authentication-mode aaa on all user-interface vty lines (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
run;huawei-vrp;userinterfacevty_aclin_set.huawei-vrp.gawk;check if each user-interface vty has <acl inbound>;vty lines without inbound acl allow unrestricted access from any source address;apply an inbound acl on all user-interface vty lines to restrict management access (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;huawei-vrp;userinterfacevty_aclout_set.huawei-vrp.gawk;check if each user-interface vty has <acl outbound>;vty lines without outbound acl allow unrestricted outbound connections from the device;apply an outbound acl on all user-interface vty lines to control outbound management traffic (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;huawei-vrp;userinterfacevty_sshin_set.huawei-vrp.gawk;check if each user-interface vty has <ssh inbound>;vty lines without ssh inbound protocol restriction may allow insecure protocols such as telnet for inbound connections;configure protocol inbound ssh on all user-interface vty lines (please refer to engineering/operations guidelines for further information);ac-17(1) | access control | ensure monitoring and control of remote access is automated;high;cedric llorens
run;huawei-vrp;userinterfacevty_sshout_set.huawei-vrp.gawk;check if each user-interface vty has <ssh outbound>;vty lines without ssh outbound protocol restriction may allow insecure protocols for outbound connections;configure protocol outbound ssh on all user-interface vty lines (please refer to engineering/operations guidelines for further information);ac-17(1) | access control | ensure monitoring and control of remote access is automated;high;cedric llorens
run;iptables-fwcli;global_chaindefref_set.iptables-fwcli.gawk;check <-n chains> ref not def and def not ref;custom chains defined but not referenced represent dead configuration  chains referenced but not defined cause rule processing errors;align chain definitions and references to ensure all custom chains are used and all references are valid (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high | low;wael elsingaby
run;iptables-fwcli;global_defaultpolicy_set.iptables-fwcli.gawk;check that <-p default policy> is set;missing default policy means traffic not matched by explicit rules may be allowed by default instead of denied;set a default drop policy on all chains to enforce implicit deny (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;medium;wael elsingaby
run;iptables-fwcli;global_duplicaterule_notset.iptables-fwcli.gawk;check that <duplicate rules> are not set;duplicate rules in iptables add unnecessary complexity and may indicate configuration drift or errors;remove duplicate rules to simplify and clean up the ruleset (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;medium;lucas vanhaaren
run;iptables-fwcli;global_ipioclist_set.iptables-fwcli.gawk;check that <ip_ioc_list> is set;missing ip ioc list means known malicious ip indicators of compromise are not blocked at the firewall level;configure ip_ioc_list with current threat intelligence feeds to block known malicious addresses (please refer to engineering/operations guidelines for further information);si-4 | system and information integrity | ensure system monitoring is configured;info;wael elsingaby
run;iptables-fwcli;global_lastruledrop_set.iptables-fwcli.gawk;check <last drop rule> is set;missing last drop rule means traffic not matched by any explicit rule may be allowed by implicit accept;add an explicit drop rule as the last rule in each chain to enforce implicit deny (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;medium;lucas vanhaaren
run;iptables-fwcli;global_loopbackantispoof_set.iptables-fwcli.gawk;check if <loopback 127/8 rules> are set on lo accept and drop packets;missing loopback anti-spoofing rules allows packets with 127/8 source addresses arriving on non-loopback interfaces;add rules to accept loopback traffic on lo and drop 127/8 packets arriving on other interfaces (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high | medium;quentin gavilan
run;iptables-fwcli;global_oldercryptoalg_notset.iptables-fwcli.gawk;check if <older crypto algorithm> is not set;use of older or weak cryptographic algorithms exposes encrypted traffic to known attacks;replace older crypto algorithms with strong modern equivalents (please refer to engineering/operations guidelines for further information);sc-13 | system and communications protection | ensure cryptographic protection using approved algorithms is configured;high;cedric llorens
run;iptables-fwcli;global_ruleinfo_set.iptables-fwcli.gawk;perform a basic set of checks on the rules;basic rule quality checks detect common misconfigurations and policy gaps in the iptables ruleset;review and correct rules that fail basic quality checks (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;info | low;gauthier goncalves, wael elsingaby
run;iptables-fwcli;global_rulelog_set.iptables-fwcli.gawk;check that <rule log> is set globally;missing logging on firewall rules prevents tracking of allowed and denied traffic for security monitoring;add logging targets to firewall rules to capture traffic events (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;medium;cedric llorens
run;iptables-fwcli;global_statefulrules_set.iptables-fwcli.gawk;check that <config stateful rules> is set;missing stateful connection tracking rules means the firewall cannot distinguish established traffic from new unsolicited connections;configure stateful rules using conntrack to allow established and related traffic (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high | medium;quentin gavilan
run;iptables-fwcli;global_vardefref_set.iptables-fwcli.gawk;check <vars> def not ref and ref not def;variables defined but not referenced represent dead configuration  variables referenced but not defined cause rule processing errors;align variable definitions and references to ensure all vars are used and all references are valid (please refer to engineering/operations guidelines for further information);cm-6 | configuration management | ensure configuration settings are established and enforced;high | info;pierre bertrand
